,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",465,"10,102",4.6%
2,京都,"1,583","34,296",4.6%
3,"大阪
※３※６","9,169","149,366",6.1%
4,"兵庫
※３,４,6","2,360","47,485",5.0%
5,"奈良
※６",539,"15,262",3.5%
6,和歌山,235,"8,816",2.7%
7,"鳥取
※３",22,"4,592",0.5%
8,"島根
※６",137,"5,027",2.7%
9,岡山,146,"7,049",2.1%
10,"広島
※３",460,"18,408",2.5%
11,山口,184,"7,349",2.5%
12,"徳島
※３",146,"6,389",2.3%
13,"香川
※６",85,"8,883",1.0%
14,愛媛,114,"3,884",2.9%
15,高知,134,"3,234",4.1%
16,福岡,"4,834","43,293",11.2%
17,"佐賀
※３",242,"5,310",4.6%
18,⾧崎,234,"15,654",1.5%
19,熊本,551,"12,359",4.5%
20,大分,157,"13,756",1.1%
21,宮崎,339,"8,198",4.1%
22,鹿児島,371,"16,769",2.2%
23,"沖縄
※３","2,238","26,337",8.5%
24,"⾧崎船
※２
その他",149,0,-
25,合計,"71,889","1,457,541",4.9%
