,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,860","48,825",3.8%
2,"青森
※３",35,"2,206",1.6%
3,"岩手
※３※６",23,"3,610",0.6%
4,"宮城
※３",275,"8,697",3.2%
5,秋田,50,"1,855",2.7%
6,山形,78,"3,144",2.5%
7,"福島
※３",200,"16,678",1.2%
8,茨城,606,"11,550",5.2%
9,"栃木
※３",328,"25,401",1.3%
10,"群馬
※３※６",517,"16,854",3.1%
11,埼玉,"4,227","123,181",3.4%
12,千葉,"3,339","65,505",5.1%
13,"東京
※１","22,631","377,119",6.0%
14,神奈川,"5,823","128,296",4.5%
15,"新潟
※６",147,"13,774",1.1%
16,"富山
※６",408,"10,832",3.8%
17,"石川
※３",724,"10,349",7.0%
18,"福井
※３",244,"9,155",2.7%
19,"山梨
※３",179,"9,977",1.8%
20,"長野
※３※６",296,"17,030",1.7%
21,"岐阜
※６",574,"19,579",2.9%
22,"静岡
※３、５",504,"29,710",1.7%
23,愛知,"4,787","61,474",7.8%
24,"三重
※３",450,"11,057",4.1%
