,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,854","76,941",3.7%
2,"青森
※3",195,"4,380",4.5%
3,"※3※4※5
岩手",27,"5,222",0.5%
4,"宮城
※3※5",610,"13,300",4.6%
5,秋田,61,"2,464",2.5%
6,山形,86,"5,917",1.5%
7,"福島
※3",387,"27,846",1.4%
8,茨城,744,"13,674",5.4%
9,"栃木
※3※5",480,"41,603",1.2%
10,"群馬
※3※5",874,"28,285",3.1%
11,"埼玉
※4","5,682","177,818",3.2%
12,千葉,"4,880","121,673",4.0%
13,"東京
※1","30,285","580,494",5.2%
14,神奈川,"8,453","193,081",4.4%
15,"新潟
※3※5",182,"17,489",1.0%
16,"富山
※3※5",422,"14,373",2.9%
17,"石川
※3",800,"16,493",4.9%
18,"福井
※3",256,"10,927",2.3%
19,"山梨
※3",206,"11,474",1.8%
20,"⾧野
※3※5",334,"22,491",1.5%
21,"岐阜
※5",672,"26,370",2.5%
22,"静岡
※3※4",605,"41,601",1.5%
23,"※3※4※5
愛知","5,906","95,251",6.2%
24,"三重
※3",555,"15,441",3.6%
