,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",944,"33,729",2.8%
2,京都,"3,782","82,095",4.6%
3,"大阪
※3※5","27,217","415,640",6.5%
4,"※3※4※5
兵庫","8,204","123,359",6.7%
5,"奈良
※5","1,686","43,109",3.9%
6,和歌山,582,"15,760",3.7%
7,"鳥取
※3※4",69,"21,278",0.3%
8,"島根
※5",181,"8,556",2.1%
9,"岡山
※4","1,111","27,231",4.1%
10,"広島
※3","2,298","60,968",3.8%
11,"山口
※4",468,"24,734",1.9%
12,"徳島
※3",192,"14,337",1.3%
13,"香川
※5",209,"20,614",1.0%
14,愛媛,375,"10,873",3.4%
15,高知,518,"5,353",9.7%
16,"※3※4※5
福岡","7,366","240,793",3.1%
17,"佐賀
※3",411,"13,513",3.0%
18,⾧崎,400,"34,299",1.2%
19,熊本,"1,446","30,344",4.8%
20,大分,576,"37,321",1.5%
21,宮崎,669,"11,785",5.7%
22,鹿児島,875,"34,683",2.5%
23,"沖縄
※3","4,989","83,981",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"198,864","4,055,161",4.9%
