,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5※6",663,"14,966",4.4%
2,京都,"2,222","55,975",4.0%
3,"大阪
※3※5","15,421","270,847",5.7%
4,"※3※4※5
兵庫","3,895","77,289",5.0%
5,"奈良
※5",844,"27,245",3.1%
6,和歌山,326,"11,245",2.9%
7,"鳥取
※3",52,"6,090",0.9%
8,"島根
※5",141,"6,354",2.2%
9,"岡山
※4",396,"14,762",2.7%
10,"広島
※3",694,"29,759",2.3%
11,"山口
※4",266,"12,510",2.1%
12,"徳島
※3",171,"7,659",2.2%
13,"香川
※5",114,"14,905",0.8%
14,愛媛,129,"4,625",2.8%
15,高知,144,"3,690",3.9%
16,"※3※4※5
福岡","5,379","179,855",3.0%
17,"佐賀
※3",278,"8,048",3.5%
18,⾧崎,249,"24,603",1.0%
19,熊本,903,"21,470",4.2%
20,大分,164,"23,081",0.7%
21,宮崎,373,"8,829",4.2%
22,鹿児島,554,"24,653",2.2%
23,"沖縄
※3","3,741","65,248",5.7%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"116,774","2,739,624",4.3%
