,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",184,"4,495",4.1%
2,京都,758,"17,749",4.3%
3,"大阪
※３※６","4,446","76,516",5.8%
4,"兵庫
※３,４,6","1,252","27,277",4.6%
5,"奈良
※６",264,"8,733",3.0%
6,和歌山,167,"6,359",2.6%
7,"鳥取
※３",18,"3,054",0.6%
8,"島根
※６",29,"2,955",1.0%
9,岡山,88,"3,093",2.8%
10,"広島
※３",347,"11,610",3.0%
11,山口,58,"4,073",1.4%
12,"徳島
※３",28,"1,968",1.4%
13,"香川
※６",46,"4,782",1.0%
14,愛媛,95,"3,050",3.1%
15,高知,81,"2,292",3.5%
16,福岡,"2,047","25,500",8.0%
17,"佐賀
※３",95,"2,555",3.7%
18,長崎,112,"7,268",1.5%
19,熊本,217,"6,008",3.6%
20,大分,68,"6,956",1.0%
21,宮崎,157,"4,920",3.2%
22,鹿児島,256,"10,949",2.3%
23,"沖縄
※３",517,"8,972",5.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"38,072","724,688",5.3%
