,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",519,"13,160",3.9%
2,京都,"1,892","47,233",4.0%
3,"大阪
※3※5","11,310","206,198",5.5%
4,"※3※4※5
兵庫","2,927","61,917",4.7%
5,"奈良
※5",605,"22,780",2.7%
6,和歌山,252,"9,838",2.6%
7,"鳥取
※3",36,"5,541",0.6%
8,"島根
※5",140,"5,962",2.3%
9,"岡山
※4",168,"8,654",1.9%
10,"広島
※3",642,"24,784",2.6%
11,"山口
※4",209,"10,742",1.9%
12,"徳島
※3",149,"7,122",2.1%
13,"香川
※5",96,"11,948",0.8%
14,愛媛,115,"4,204",2.7%
15,高知,139,"3,554",3.9%
16,"※3※4※5
福岡","5,112","147,207",3.5%
17,"佐賀
※3",249,"6,335",3.9%
18,長崎,241,"20,360",1.2%
19,熊本,720,"18,020",4.0%
20,大分,158,"18,654",0.8%
21,宮崎,344,"8,692",4.0%
22,鹿児島,456,"21,051",2.2%
23,"沖縄
※3","2,787","45,430",6.1%
24,"長崎船
※2
その他",149,0,-
25,合計,"89,637","2,133,253",4.2%
