,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,978",5.1%
2,京都,359,"8,644",4.2%
3,"大阪
※３","1,785","33,639",5.3%
4,兵庫,699,"11,640",6.0%
5,奈良,92,"2,898",3.2%
6,和歌山,63,"3,797",1.7%
7,鳥取,3,"1,402",0.2%
8,島根,24,"1,169",2.1%
9,岡山,25,"1,780",1.4%
10,"広島
※３",168,"7,297",2.3%
11,山口,37,"1,873",2.0%
12,"徳島
※３",5,784,0.6%
13,香川,28,"2,312",1.2%
14,愛媛,82,"2,477",3.3%
15,高知,74,"1,848",4.0%
16,福岡,805,"14,385",5.6%
17,"佐賀
※３",47,"1,505",3.1%
18,長崎,17,"2,956",0.6%
19,熊本,48,"4,055",1.2%
20,大分,60,"4,278",1.4%
21,宮崎,17,"1,441",1.2%
22,鹿児島,10,"2,009",0.5%
23,沖縄,142,"2,925",4.9%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,012","269,976",6.3%
