,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,804","76,018",3.7%
2,"青森
※3",187,"4,211",4.4%
3,"※3※4※5
岩手",27,"5,189",0.5%
4,"宮城
※3※5",602,"13,266",4.5%
5,秋田,61,"2,455",2.5%
6,山形,84,"5,869",1.4%
7,"福島
※3",386,"27,702",1.4%
8,茨城,743,"13,569",5.5%
9,"栃木
※3※5",477,"35,163",1.4%
10,"群馬
※3※5",870,"27,925",3.1%
11,"埼玉
※4","5,653","176,782",3.2%
12,千葉,"4,836","121,264",4.0%
13,"東京
※1","30,127","575,136",5.2%
14,神奈川,"8,389","191,586",4.4%
15,"新潟
※3※5",182,"17,373",1.0%
16,"富山
※3※5",422,"14,298",3.0%
17,"石川
※3",799,"16,239",4.9%
18,"福井
※3",256,"10,912",2.3%
19,"山梨
※3",203,"11,459",1.8%
20,"長野
※3※5",334,"22,342",1.5%
21,"岐阜
※5",672,"26,149",2.6%
22,"静岡
※3※4",596,"41,298",1.4%
23,"※3※4※5
愛知","5,869","93,722",6.3%
24,"三重
※3",555,"15,441",3.6%
