,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,552","33,821",4.6%
2,"青森
※３",32,"1,549",2.1%
3,"岩手
※３※６",7,"1,907",0.4%
4,"宮城
※３",182,"6,782",2.7%
5,秋田,35,"1,201",2.9%
6,山形,76,"2,978",2.6%
7,"福島
※３",98,"11,053",0.9%
8,茨城,403,"8,181",4.9%
9,"栃木
※３",249,"16,745",1.5%
10,"群馬
※３※６",234,"9,293",2.5%
11,埼玉,"2,920","79,080",3.7%
12,千葉,"2,205","32,778",6.7%
13,"東京
※１","16,064","221,676",7.2%
14,神奈川,"3,305","42,717",7.7%
15,"新潟
※３",128,"7,466",1.7%
16,"富山
※６",286,"5,841",4.9%
17,"石川
※３",376,"3,578",10.5%
18,"福井
※３",154,"5,588",2.8%
19,"山梨
※３",124,"7,778",1.6%
20,"⾧野
※３※６",132,"9,479",1.4%
21,"岐阜
※６",472,"13,573",3.5%
22,"静岡
※３、５",345,"16,211",2.1%
23,愛知,"2,675","29,908",8.9%
24,"三重
※３",238,"6,002",4.0%
