,0,1,2,3
0,都道府県名,,陽性者数 検査人数※6,％
1,滋賀,97,"1,490",6.5%
2,京都,356,"5,961",6.0%
3,大阪,"1,750","17,885",9.8%
4,兵庫,694,"9,483",7.3%
5,奈良,90,"2,383",3.8%
6,和歌山,63,"3,424",1.8%
7,鳥取,3,"1,198",0.3%
8,島根,24,944,2.5%
9,岡山,25,"1,434",1.7%
10,広島,165,"6,181",2.7%
11,山口,37,"1,557",2.4%
12,徳島,5,635,0.8%
13,香川,28,"1,894",1.5%
14,愛媛,51,"1,305",3.9%
15,高知,74,"1,604",4.6%
16,"福岡
※1",656,"11,967",5.5%
17,"佐賀
※1",46,"1,281",3.6%
18,長崎,17,"2,430",0.7%
19,"熊本
※1",48,"3,592",1.3%
20,大分,60,"3,590",1.7%
21,宮崎,17,"1,268",1.3%
22,鹿児島 ※1,11,"1,516",0.7%
23,沖縄,142,"2,608",5.4%
24,その他 ※5,149,623,23.9%
25,合計,"15,908 
(14,945)","196,816",7.6%
