,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",756,"26,058",2.9%
2,京都,"2,521","62,771",4.0%
3,"大阪
※3※5","18,458","304,268",6.1%
4,"※3※4※5
兵庫","4,928","88,077",5.6%
5,"奈良
※5","1,038","31,252",3.3%
6,和歌山,408,"12,760",3.2%
7,"鳥取
※3※4",56,"15,952",0.4%
8,"島根
※5",143,"6,498",2.2%
9,"岡山
※4",530,"17,220",3.1%
10,"広島
※3",770,"33,227",2.3%
11,"山口
※4",363,"17,013",2.1%
12,"徳島
※3",179,"7,755",2.3%
13,"香川
※5",132,"16,227",0.8%
14,愛媛,265,"5,827",4.5%
15,高知,149,"3,739",4.0%
16,"※3※4※5
福岡","5,591","192,668",2.9%
17,"佐賀
※3",299,"9,220",3.2%
18,長崎,263,"26,087",1.0%
19,熊本,977,"23,156",4.2%
20,大分,238,"25,794",0.9%
21,宮崎,449,"9,246",4.9%
22,鹿児島,602,"26,737",2.3%
23,"沖縄
※3","4,057","68,811",5.9%
24,"長崎船
※2
その他",149,0,-
25,合計,"135,787","3,051,275",4.5%
