,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,018","11,072",9.2%
2,"青森
※３",27,808,3.3%
3,"岩手
※３",0,561,0.0%
4,"宮城
※３",88,"2,616",3.4%
5,秋田,16,914,1.8%
6,"山形
※３",69,"2,588",2.7%
7,"福島
※３",81,"3,455",2.3%
8,茨城,168,"4,385",3.8%
9,"栃木
※３",62,"3,024",2.1%
10,"群馬
※３",148,"3,368",4.4%
11,埼玉,996,"17,335",5.7%
12,千葉,901,"13,155",6.8%
13,"東京
※１","5,075","14,512",35.0%
14,神奈川,"1,302","8,483",15.3%
15,"新潟
※３",83,"3,874",2.1%
16,富山,227,"3,025",7.5%
17,"石川
※３",290,"2,543",11.4%
18,"福井
※３",122,"2,373",5.1%
19,"山梨
※３",60,"3,483",1.7%
20,"⾧野
※３",76,"2,492",3.0%
21,岐阜,150,"3,115",4.8%
22,静岡,73,"3,332",2.2%
23,愛知,506,"9,368",5.4%
24,"三重
※３",45,"2,367",1.9%
