,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",337,"6,953",4.8%
2,京都,"1,061","23,577",4.5%
3,"大阪
※３※６","6,845","105,103",6.5%
4,"兵庫
※３,４,6","1,863","35,836",5.2%
5,"奈良
※６",394,"11,572",3.4%
6,和歌山,196,"7,369",2.7%
7,"鳥取
※３",21,"4,292",0.5%
8,"島根
※６",132,"4,191",3.1%
9,岡山,126,"3,821",3.3%
10,"広島
※３",435,"15,725",2.8%
11,山口,83,"4,998",1.7%
12,"徳島
※３",90,"3,755",2.4%
13,"香川
※６",63,"6,293",1.0%
14,愛媛,110,"3,428",3.2%
15,高知,102,"2,590",3.9%
16,福岡,"3,559","34,477",10.3%
17,"佐賀
※３",195,"3,933",5.0%
18,長崎,185,"10,708",1.7%
19,熊本,407,"9,139",4.5%
20,大分,103,"8,982",1.1%
21,宮崎,261,"6,761",3.9%
22,鹿児島,296,"13,001",2.3%
23,"沖縄
※３","1,618","18,176",8.9%
24,"長崎船
※２
その他",149,0,-
25,合計,"54,952","1,041,321",5.3%
