,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"10,163","173,120",5.9%
2,"青森
※3",345,"7,496",4.6%
3,"※3※4※5
岩手",224,"10,258",2.2%
4,"宮城
※3※5","1,319","20,230",6.5%
5,秋田,90,"3,733",2.4%
6,山形,186,"8,531",2.2%
7,"福島
※3",548,"42,464",1.3%
8,茨城,"1,878","17,536",10.7%
9,"栃木
※3※5",782,"57,351",1.4%
10,"群馬
※3※5","1,433","39,971",3.6%
11,"埼玉
※4","9,583","252,336",3.8%
12,千葉,"7,599","175,488",4.3%
13,"東京
※1","44,355","816,435",5.4%
14,神奈川,"13,855","272,325",5.1%
15,"新潟
※3※5",363,"23,497",1.5%
16,"富山
※3※5",462,"18,199",2.5%
17,"石川
※3",879,"23,696",3.7%
18,"福井
※3",326,"16,140",2.0%
19,"山梨
※3",429,"13,914",3.1%
20,"⾧野
※3※5",838,"34,537",2.4%
21,"岐阜
※5","1,300","45,207",2.9%
22,"静岡
※3※4","1,988","63,637",3.1%
23,"※3※4※5
愛知","11,438","143,982",7.9%
24,"三重
※3",967,"22,079",4.4%
