,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,296","62,719",3.7%
2,"青森
※3",37,"2,590",1.4%
3,"※3※4※5
岩手",24,"4,599",0.5%
4,"宮城
※3※5",461,"11,240",4.1%
5,秋田,58,"2,309",2.5%
6,山形,81,"5,276",1.5%
7,"福島
※3",295,"22,225",1.3%
8,茨城,700,"12,878",5.4%
9,"栃木
※3",443,"33,095",1.3%
10,"群馬
※3※5",747,"24,420",3.1%
11,"埼玉
※4","4,951","152,490",3.2%
12,千葉,"4,232","104,100",4.1%
13,"東京
※1","27,320","500,147",5.5%
14,神奈川,"7,408","167,935",4.4%
15,"新潟
※3※5",176,"16,176",1.1%
16,"富山
※3※5",422,"13,250",3.2%
17,"石川
※3",780,"14,182",5.5%
18,"福井
※3",249,"10,074",2.5%
19,"山梨
※3",196,"10,962",1.8%
20,"長野
※3※5",318,"20,010",1.6%
21,"岐阜
※5",632,"24,022",2.6%
22,"静岡
※3※4",565,"37,352",1.5%
23,"※3※4※5
愛知","5,493","83,343",6.6%
24,"三重
※3",535,"13,981",3.8%
