,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"2,024",4.9%
2,京都,360,"8,864",4.1%
3,"大阪
※３","1,785","34,423",5.2%
4,兵庫,699,"11,771",5.9%
5,奈良,92,"3,240",2.8%
6,和歌山,63,"3,824",1.6%
7,鳥取,3,"1,411",0.2%
8,島根,24,"1,182",2.0%
9,岡山,25,"1,800",1.4%
10,"広島
※３",168,"7,360",2.3%
11,山口,37,"1,898",1.9%
12,"徳島
※３",5,798,0.6%
13,香川,28,"2,362",1.2%
14,愛媛,82,"2,497",3.3%
15,高知,74,"1,873",4.0%
16,"福岡
※３、４",810,"14,641",5.5%
17,"佐賀
※３",47,"1,523",3.1%
18,長崎,17,"2,993",0.6%
19,熊本,48,"4,080",1.2%
20,大分,60,"4,342",1.4%
21,宮崎,17,"1,461",1.2%
22,鹿児島,10,"2,157",0.5%
23,沖縄,142,"2,935",4.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,090","276,032",6.2%
