,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"6,113","116,432",5.3%
2,"青森
※3",280,"6,294",4.4%
3,"※3※4※5
岩手",97,"7,190",1.3%
4,"宮城
※3※5","1,046","17,017",6.1%
5,秋田,74,"3,155",2.3%
6,山形,105,"7,126",1.5%
7,"福島
※3",458,"36,590",1.3%
8,茨城,"1,099","15,414",7.1%
9,"栃木
※3※5",542,"49,054",1.1%
10,"群馬
※3※5",994,"33,732",2.9%
11,"埼玉
※4","7,230","214,783",3.4%
12,千葉,"6,109","152,376",4.0%
13,"東京
※1","36,256","694,770",5.2%
14,神奈川,"10,780","232,100",4.6%
15,"新潟
※3※5",274,"20,479",1.3%
16,"富山
※3※5",435,"15,977",2.7%
17,"石川
※3",831,"20,270",4.1%
18,"福井
※3",295,"13,040",2.3%
19,"山梨
※3",292,"12,762",2.3%
20,"長野
※3※5",545,"27,444",2.0%
21,"岐阜
※5",875,"30,679",2.9%
22,"静岡
※3※4","1,053","50,828",2.1%
23,"※3※4※5
愛知","8,043","121,305",6.6%
24,"三重
※3",666,"17,127",3.9%
