,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,822",5.5%
2,京都,358,"7,933",4.5%
3,"大阪
※３","1,782","30,162",5.9%
4,兵庫,699,"11,005",6.4%
5,奈良,92,"2,545",3.6%
6,和歌山,63,"3,669",1.7%
7,鳥取,3,"1,328",0.2%
8,島根,24,"1,107",2.2%
9,岡山,25,"1,689",1.5%
10,"広島
※３",167,"6,907",2.4%
11,山口,37,"1,679",2.2%
12,"徳島
※３",5,734,0.7%
13,香川,28,"2,169",1.3%
14,愛媛,82,"2,074",4.0%
15,高知,74,"1,778",4.2%
16,福岡,703,"12,276",5.7%
17,"佐賀
※３",47,"1,407",3.3%
18,長崎,17,"2,736",0.6%
19,熊本,48,"3,903",1.2%
20,大分,60,"3,963",1.5%
21,宮崎,17,"1,368",1.2%
22,鹿児島,10,"1,859",0.5%
23,沖縄,142,"2,847",5.0%
24,"長崎船
※２
その他",149,-,-
25,合計,"16,607","242,734",6.8%
