,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",520,"13,209",3.9%
2,京都,"1,898","47,653",4.0%
3,"大阪
※3※5","11,361","208,217",5.5%
4,"※3※4※5
兵庫","2,946","62,442",4.7%
5,"奈良
※5",607,"22,972",2.6%
6,和歌山,254,"9,858",2.6%
7,"鳥取
※3",36,"5,543",0.6%
8,"島根
※5",140,"5,980",2.3%
9,"岡山
※4",168,"8,654",1.9%
10,"広島
※3",644,"24,965",2.6%
11,"山口
※4",209,"10,769",1.9%
12,"徳島
※3",149,"7,130",2.1%
13,"香川
※5",96,"12,082",0.8%
14,愛媛,115,"4,215",2.7%
15,高知,140,"3,565",3.9%
16,"※3※4※5
福岡","5,125","148,398",3.5%
17,"佐賀
※3",249,"6,369",3.9%
18,長崎,241,"20,496",1.2%
19,熊本,726,"18,138",4.0%
20,大分,158,"18,834",0.8%
21,宮崎,366,"8,699",4.2%
22,鹿児島,456,"21,218",2.1%
23,"沖縄
※3","2,826","45,857",6.2%
24,"長崎船
※2
その他",149,0,-
25,合計,"90,354","2,153,990",4.2%
