,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"3,205","83,712",3.8%
2,"青森
※3",244,"5,157",4.7%
3,"※3※4※5
岩手",27,"5,339",0.5%
4,"宮城
※3※5",742,"14,294",5.2%
5,秋田,64,"2,503",2.6%
6,山形,86,"6,231",1.4%
7,"福島
※3",389,"29,518",1.3%
8,茨城,773,"13,982",5.5%
9,"栃木
※3※5",490,"42,416",1.2%
10,"群馬
※3※5",902,"29,473",3.1%
11,"埼玉
※4","5,915","187,511",3.2%
12,千葉,"5,079","128,000",4.0%
13,"東京
※1","31,293","604,642",5.2%
14,神奈川,"8,799","203,062",4.3%
15,"新潟
※3※5",184,"17,915",1.0%
16,"富山
※3※5",423,"14,541",2.9%
17,"石川
※3",812,"17,426",4.7%
18,"福井
※3",257,"11,100",2.3%
19,"山梨
※3",216,"11,769",1.8%
20,"⾧野
※3※5",344,"23,290",1.5%
21,"岐阜
※5",693,"26,990",2.6%
22,"静岡
※3※4",661,"43,590",1.5%
23,"※3※4※5
愛知","6,275","100,228",6.3%
24,"三重
※3",568,"15,683",3.6%
