,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",502,"11,903",4.2%
2,京都,"1,747","42,536",4.1%
3,"大阪
※3※5","10,593","184,635",5.7%
4,"※3※4※5
兵庫","2,704","56,262",4.8%
5,"奈良
※5",569,"20,591",2.8%
6,和歌山,242,"9,284",2.6%
7,"鳥取
※3",36,"5,472",0.7%
8,"島根
※5",140,"5,767",2.4%
9,"岡山
※4",157,"8,110",1.9%
10,"広島
※3",563,"20,858",2.7%
11,"山口
※4",202,"9,786",2.1%
12,"徳島
※3",148,"6,908",2.1%
13,"香川
※5",93,"10,671",0.9%
14,愛媛,114,"4,075",2.8%
15,高知,138,"3,475",4.0%
16,"福岡
※4※5","5,032","131,947",3.8%
17,"佐賀
※3",245,"6,005",4.1%
18,長崎,236,"18,408",1.3%
19,熊本,574,"16,403",3.5%
20,大分,158,"16,873",0.9%
21,宮崎,344,"8,582",4.0%
22,鹿児島,415,"18,986",2.2%
23,"沖縄
※3","2,486","39,038",6.4%
24,"長崎船
※2
その他",149,0,-
25,合計,"82,597","1,889,535",4.4%
