,0,1,2,3
0,都道府県名,陽性者数 検査人数※6,,％
1,北海道,945,"8,676",10.9%
2,"青森
※1",27,749,3.6%
3,"岩手
※1",0,417,0.0%
4,宮城,88,"2,183",4.0%
5,"秋田
※1",16,861,1.9%
6,"山形
※1",69,"2,449",2.8%
7,"福島
※1",81,"2,395",3.4%
8,茨城,168,"3,826",4.4%
9,"栃木
※1",56,"2,497",2.2%
10,"群馬
※1",147,"3,056",4.8%
11,埼玉,967,"11,917",8.1%
12,"千葉
※2",880,"12,290",7.2%
13,"東京
※3","4,868","13,124",37.1%
14,"神奈川
※4","1,171 
(208)","1,610",12.9%
15,"新潟
※1",82,"3,396",2.4%
16,富山,216,"2,709",8.0%
17,"石川
※1",278,"2,237",12.4%
18,"福井
※1",122,"2,082",5.9%
19,山梨,56,"2,806",2.0%
20,"長野
※1",74,"2,054",3.6%
21,岐阜,150,"3,482",4.3%
22,静岡,73,"3,102",2.4%
23,愛知,494,"8,133",6.1%
24,"三重
※1",45,"2,154",2.1%
