,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"2,007","54,736",3.7%
2,"青森
※３",35,"2,348",1.5%
3,"岩手
※３※６",23,"4,057",0.6%
4,"宮城
※３",383,"9,966",3.8%
5,秋田,53,"2,094",2.5%
6,山形,78,"5,094",1.5%
7,"福島
※３",242,"19,149",1.3%
8,茨城,632,"12,251",5.2%
9,"栃木
※３",426,"29,076",1.5%
10,"群馬
※３※６",696,"20,009",3.5%
11,埼玉,"4,522","138,988",3.3%
12,千葉,"3,746","85,235",4.4%
13,"東京
※１","24,843","433,070",5.7%
14,神奈川,"6,588","146,306",4.5%
15,"新潟
※６",168,"15,002",1.1%
16,"富山
※６",410,"11,651",3.5%
17,"石川
※３",771,"12,314",6.3%
18,"福井
※３",244,"9,620",2.5%
19,"山梨
※３",180,"10,478",1.7%
20,"長野
※３※６",303,"18,446",1.6%
21,"岐阜
※６",611,"21,921",2.8%
22,"静岡
※３、５",526,"32,717",1.6%
23,愛知,"5,179","72,538",7.1%
24,"三重
※３",484,"12,132",4.0%
