,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,727","40,741",4.2%
2,"青森
※３",33,"1,949",1.7%
3,"岩手
※３※６",12,"2,729",0.4%
4,"宮城
※３",192,"7,541",2.5%
5,秋田,48,"1,709",2.8%
6,山形,77,"3,084",2.5%
7,"福島
※３",139,"13,536",1.0%
8,茨城,524,"10,251",5.1%
9,"栃木
※３",294,"20,806",1.4%
10,"群馬
※３※６",408,"12,998",3.1%
11,埼玉,"3,681","100,824",3.7%
12,千葉,"2,877","51,765",5.6%
13,"東京
※１","19,846","301,182",6.6%
14,神奈川,"4,601","107,183",4.3%
15,"新潟
※６",139,"12,094",1.1%
16,"富山
※６",357,"7,295",4.9%
17,"石川
※３",592,"7,217",8.2%
18,"福井
※３",177,"6,771",2.6%
19,"山梨
※３",169,"9,301",1.8%
20,"長野
※３※６",194,"12,806",1.5%
21,"岐阜
※６",549,"17,312",3.2%
22,"静岡
※３、５",453,"22,806",2.0%
23,愛知,"4,273","48,872",8.7%
24,"三重
※３",353,"9,271",3.8%
