,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",969,"34,536",2.8%
2,京都,"3,910","84,619",4.6%
3,"大阪
※3※5","27,812","425,696",6.5%
4,"※3※4※5
兵庫","8,438","125,928",6.7%
5,"奈良
※5","1,749","44,508",3.9%
6,和歌山,590,"15,944",3.7%
7,"鳥取
※3※4",74,"21,917",0.3%
8,"島根
※5",186,"8,556",2.2%
9,"岡山
※4","1,159","27,231",4.3%
10,"広島
※3","2,454","62,654",3.9%
11,"山口
※4",486,"24,734",2.0%
12,"徳島
※3",194,"14,474",1.3%
13,"香川
※5",231,"21,148",1.1%
14,愛媛,382,"10,895",3.5%
15,高知,573,"5,430",10.6%
16,"※3※4※5
福岡","7,547","243,185",3.1%
17,"佐賀
※3",424,"14,049",3.0%
18,長崎,445,"35,880",1.2%
19,熊本,"1,516","31,757",4.8%
20,大分,587,"38,839",1.5%
21,宮崎,677,"11,916",5.7%
22,鹿児島,890,"35,196",2.5%
23,"沖縄
※3","5,047","84,891",5.9%
24,"長崎船
※2
その他",149,0,-
25,合計,"204,317","4,158,529",4.9%
