,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",760,"26,704",2.8%
2,京都,"2,552","63,452",4.0%
3,"大阪
※3※5","18,784","309,194",6.1%
4,"※3※4※5
兵庫","5,028","89,727",5.6%
5,"奈良
※5","1,061","31,572",3.4%
6,和歌山,414,"12,863",3.2%
7,"鳥取
※3※4",58,"16,126",0.4%
8,"島根
※5",144,"6,772",2.1%
9,"岡山
※4",544,"17,220",3.2%
10,"広島
※3",771,"33,800",2.3%
11,"山口
※4",367,"17,013",2.2%
12,"徳島
※3",180,"7,770",2.3%
13,"香川
※5",134,"16,352",0.8%
14,愛媛,282,"6,025",4.7%
15,高知,149,"3,747",4.0%
16,"※3※4※5
福岡","5,591","194,792",2.9%
17,"佐賀
※3",300,"9,342",3.2%
18,⾧崎,265,"26,332",1.0%
19,熊本,984,"23,229",4.2%
20,大分,246,"26,211",0.9%
21,宮崎,458,"9,305",4.9%
22,鹿児島,607,"27,018",2.2%
23,"沖縄
※3","4,131","69,484",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"138,011","3,093,909",4.5%
