,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",168,"4,294",3.9%
2,京都,749,"17,369",4.3%
3,"大阪
※３※６","3,841","70,333",5.5%
4,"兵庫
※３,４,6","1,105","25,096",4.4%
5,"奈良
※６",228,"8,733",2.6%
6,和歌山,142,"6,036",2.4%
7,"鳥取
※３",11,"2,677",0.4%
8,"島根
※６",29,"2,866",1.0%
9,岡山,76,"2,839",2.7%
10,"広島
※３",304,"11,531",2.6%
11,山口,53,"3,860",1.4%
12,"徳島
※３",23,"1,663",1.4%
13,"香川
※６",46,"4,635",1.0%
14,愛媛,89,"2,963",3.0%
15,高知,80,"2,242",3.6%
16,福岡,"1,635","23,282",7.0%
17,"佐賀
※３",75,"2,357",3.2%
18,長崎,66,"6,544",1.0%
19,熊本,157,"5,250",3.0%
20,大分,64,"6,479",1.0%
21,宮崎,106,"3,631",2.9%
22,鹿児島,232,"10,274",2.3%
23,"沖縄
※３",324,"8,033",4.0%
24,"長崎船
※２
その他",149,-,-
25,合計,"33,774","687,129",4.9%
