,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,910","51,755",3.7%
2,"青森
※３",35,"2,282",1.5%
3,"岩手
※３※６",23,"3,860",0.6%
4,"宮城
※３",346,"9,357",3.7%
5,秋田,51,"1,964",2.6%
6,山形,78,"5,024",1.6%
7,"福島
※３",218,"18,238",1.2%
8,茨城,622,"12,026",5.2%
9,"栃木
※３",376,"27,064",1.4%
10,"群馬
※３※６",629,"18,736",3.4%
11,埼玉,"4,394","130,796",3.4%
12,千葉,"3,556","73,265",4.9%
13,"東京
※１","23,828","408,414",5.8%
14,神奈川,"6,255","138,519",4.5%
15,"新潟
※６",161,"14,500",1.1%
16,"富山
※６",409,"11,364",3.6%
17,"石川
※３",744,"11,545",6.4%
18,"福井
※３",244,"9,433",2.6%
19,"山梨
※３",180,"10,263",1.8%
20,"長野
※３※６",299,"17,873",1.7%
21,"岐阜
※６",596,"21,023",2.8%
22,"静岡
※３、５",517,"31,367",1.6%
23,愛知,"4,999","67,306",7.4%
24,"三重
※３",467,"11,609",4.0%
