,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",202,"4,542",4.4%
2,京都,826,"19,088",4.3%
3,"大阪
※３※６","4,527","77,782",5.8%
4,"兵庫
※３,４,6","1,312","27,807",4.7%
5,"奈良
※６",272,"8,733",3.1%
6,和歌山,169,"6,401",2.6%
7,"鳥取
※３",18,"3,218",0.6%
8,"島根
※６",29,"2,973",1.0%
9,岡山,91,"3,122",2.9%
10,"広島
※３",357,"12,799",2.8%
11,山口,58,"4,091",1.4%
12,"徳島
※３",28,"2,056",1.4%
13,"香川
※６",46,"4,782",1.0%
14,愛媛,99,"3,076",3.2%
15,高知,82,"2,298",3.6%
16,福岡,"2,192","26,370",8.3%
17,"佐賀
※３",102,"2,609",3.9%
18,長崎,117,"7,539",1.6%
19,熊本,243,"6,388",3.8%
20,大分,68,"6,956",1.0%
21,宮崎,157,"5,088",3.1%
22,鹿児島,256,"10,999",2.3%
23,"沖縄
※３",554,"9,200",6.0%
24,"長崎船
※２
その他",149,-,-
25,合計,"39,220","750,482",5.2%
