,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,957",5.1%
2,京都,358,"8,435",4.2%
3,"大阪
※３","1,784","33,273",5.4%
4,兵庫,699,"11,498",6.1%
5,奈良,92,"2,898",3.2%
6,和歌山,63,"3,768",1.7%
7,鳥取,3,"1,385",0.2%
8,島根,24,"1,159",2.1%
9,岡山,25,"1,757",1.4%
10,"広島
※３",168,"7,136",2.4%
11,山口,37,"1,837",2.0%
12,"徳島
※３",5,773,0.6%
13,香川,28,"2,274",1.2%
14,愛媛,82,"2,389",3.4%
15,高知,74,"1,832",4.0%
16,福岡,797,"13,960",5.7%
17,"佐賀
※３",47,"1,482",3.2%
18,長崎,17,"2,883",0.6%
19,熊本,48,"4,015",1.2%
20,大分,60,"4,202",1.4%
21,宮崎,17,"1,414",1.2%
22,鹿児島,10,"1,982",0.5%
23,沖縄,142,"2,908",4.9%
24,"長崎船
※２
その他",149,-,-
25,合計,"16,923","262,642",6.4%
