,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",483,"11,309",4.3%
2,京都,"1,705","40,361",4.2%
3,"大阪
※３※６","10,271","174,612",5.9%
4,"兵庫
※３,４,6","2,616","53,691",4.9%
5,"奈良
※６",558,"19,714",2.8%
6,和歌山,238,"9,123",2.6%
7,"鳥取
※３",36,"5,386",0.7%
8,"島根
※６",138,"5,334",2.6%
9,岡山,149,"7,861",1.9%
10,"広島
※３",492,"19,986",2.5%
11,山口,195,"9,263",2.1%
12,"徳島
※３",147,"6,806",2.2%
13,"香川
※６",93,"10,297",0.9%
14,愛媛,114,"4,021",2.8%
15,高知,137,"3,406",4.0%
16,福岡,"5,007","46,778",10.7%
17,"佐賀
※３",244,"5,746",4.2%
18,長崎,236,"17,663",1.3%
19,熊本,572,"16,109",3.6%
20,大分,158,"15,981",1.0%
21,宮崎,344,"8,514",4.0%
22,鹿児島,389,"18,115",2.1%
23,"沖縄
※３","2,382","37,072",6.4%
24,"長崎船
※２
その他",149,0,-
25,合計,"79,565","1,703,049",4.7%
