,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"12,618","221,431",5.7%
2,"青森
※3",407,"8,815",4.6%
3,"※3※4※5
岩手",348,"13,412",2.6%
4,"宮城
※3※5","1,888","23,979",7.9%
5,秋田,105,"3,981",2.6%
6,山形,345,"9,840",3.5%
7,"福島
※3",801,"52,405",1.5%
8,茨城,"2,226","18,395",12.1%
9,"栃木
※3※5","1,130","67,978",1.7%
10,"群馬
※3※5","2,044","49,855",4.1%
11,"埼玉
※4","12,466","299,420",4.2%
12,千葉,"9,700","215,977",4.5%
13,"東京
※1","54,018","943,733",5.7%
14,神奈川,"18,227","330,515",5.5%
15,"新潟
※3※5",472,"26,589",1.8%
16,"富山
※3※5",517,"20,986",2.5%
17,"石川
※3",998,"28,122",3.5%
18,"福井
※3",339,"18,198",1.9%
19,"山梨
※3",502,"14,393",3.5%
20,"長野
※3※5","1,071","44,772",2.4%
21,"岐阜
※5","1,895","60,108",3.2%
22,"静岡
※3※4","2,480","87,010",2.9%
23,"※3※4※5
愛知","14,648","187,452",7.8%
24,"三重
※3","1,187","26,913",4.4%
