,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"※3※5※6
滋賀",636,"14,966",4.2%
2,京都,"2,187","55,661",3.9%
3,"大阪
※3※5","14,376","260,477",5.5%
4,"※3※4※5
兵庫","3,596","74,219",4.8%
5,"奈良
※5",771,"26,732",2.9%
6,和歌山,298,"10,767",2.8%
7,"鳥取
※3",51,"6,039",0.8%
8,"島根
※5",141,"6,281",2.2%
9,"岡山
※4",348,"14,762",2.4%
10,"広島
※3",680,"29,297",2.3%
11,"山口
※4",233,"12,510",1.9%
12,"徳島
※3",170,"7,618",2.2%
13,"香川
※5",108,"14,533",0.7%
14,愛媛,117,"4,476",2.6%
15,高知,144,"3,684",3.9%
16,"※3※4※5
福岡","5,328","175,450",3.0%
17,"佐賀
※3",275,"7,879",3.5%
18,長崎,249,"24,030",1.0%
19,熊本,866,"21,157",4.1%
20,大分,162,"22,399",0.7%
21,宮崎,373,"8,829",4.2%
22,鹿児島,542,"24,227",2.2%
23,"沖縄
※3","3,597","63,313",5.7%
24,"長崎船
※2
その他",149,0,-
25,合計,"110,409","2,659,896",4.2%
