,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"2,133",4.7%
2,京都,363,"9,255",3.9%
3,"大阪
※３","1,790","36,124",5.0%
4,兵庫,699,"12,023",5.8%
5,奈良,92,"3,491",2.6%
6,和歌山,63,"3,868",1.6%
7,鳥取,3,"1,435",0.2%
8,島根,24,"1,206",2.0%
9,岡山,25,"1,849",1.4%
10,"広島
※３",168,"7,515",2.2%
11,山口,37,"1,992",1.9%
12,"徳島
※３",5,829,0.6%
13,香川,28,"2,421",1.2%
14,愛媛,82,"2,544",3.2%
15,高知,74,"1,905",3.9%
16,"福岡
※３、４",827,"15,144",5.5%
17,"佐賀
※３",47,"1,575",3.0%
18,長崎,17,"3,052",0.6%
19,熊本,48,"4,138",1.2%
20,大分,60,"4,500",1.3%
21,宮崎,17,"1,494",1.1%
22,鹿児島,11,"2,341",0.5%
23,沖縄,142,"2,976",4.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,387","334,250",5.2%
