,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"13,275","236,113",5.6%
2,"青森
※3",459,"9,483",4.8%
3,"※3※4※5
岩手",382,"14,310",2.7%
4,"宮城
※3※5","2,137","24,511",8.7%
5,秋田,136,"4,565",3.0%
6,山形,382,"10,103",3.8%
7,"福島
※3",924,"56,898",1.6%
8,茨城,"2,418","18,572",13.0%
9,"栃木
※3※5","1,405","72,081",1.9%
10,"群馬
※3※5","2,278","52,671",4.3%
11,"埼玉
※4","13,968","313,228",4.5%
12,千葉,"10,826","224,656",4.8%
13,"東京
※1","58,840","975,031",6.0%
14,神奈川,"20,675","342,311",6.0%
15,"新潟
※3※5",532,"27,858",1.9%
16,"富山
※3※5",550,"21,742",2.5%
17,"石川
※3","1,064","29,708",3.6%
18,"福井
※3",353,"19,362",1.8%
19,"山梨
※3",525,"14,459",3.6%
20,"長野
※3※5","1,163","47,545",2.4%
21,"岐阜
※5","2,209","65,046",3.4%
22,"静岡
※3※4","2,651","88,334",3.0%
23,"※3※4※5
愛知","16,021","199,918",8.0%
24,"三重
※3","1,273","29,023",4.4%
