,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,804",5.5%
2,京都,358,"7,846",4.6%
3,"大阪
※３","1,782","30,162",5.9%
4,兵庫,699,"10,942",6.4%
5,"奈良
※４",92,"2,545",3.6%
6,和歌山,63,"3,657",1.7%
7,鳥取,3,"1,321",0.2%
8,島根,24,"1,099",2.2%
9,岡山,25,"1,677",1.5%
10,"広島
※３",167,"6,885",2.4%
11,山口,37,"1,674",2.2%
12,"徳島
※３",5,726,0.7%
13,香川,28,"2,155",1.3%
14,愛媛,82,"2,046",4.0%
15,高知,74,"1,770",4.2%
16,福岡,682,"12,107",5.6%
17,"佐賀
※３",47,"1,398",3.4%
18,長崎,17,"2,715",0.6%
19,熊本,48,"3,885",1.2%
20,大分,60,"3,927",1.5%
21,宮崎,17,"1,363",1.2%
22,鹿児島,10,"1,852",0.5%
23,沖縄,142,"2,843",5.0%
24,"長崎船
※２
その他",149,-,-
25,合計,"16,532","240,334",6.9%
