,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",283,"5,474",5.2%
2,京都,923,"20,966",4.4%
3,"大阪
※３※６","5,574","89,268",6.2%
4,"兵庫
※３,４,6","1,533","30,984",4.9%
5,"奈良
※６",318,"9,920",3.2%
6,和歌山,174,"6,855",2.5%
7,"鳥取
※３",21,"4,016",0.5%
8,"島根
※６",29,"3,060",0.9%
9,岡山,110,"3,466",3.2%
10,"広島
※３",397,"14,241",2.8%
11,山口,70,"4,357",1.6%
12,"徳島
※３",57,"2,770",2.1%
13,"香川
※６",58,"5,419",1.1%
14,愛媛,101,"3,227",3.1%
15,高知,83,"2,383",3.5%
16,福岡,"2,754","29,739",9.3%
17,"佐賀
※３",145,"3,305",4.4%
18,⾧崎,159,"9,187",1.7%
19,熊本,341,"7,611",4.5%
20,大分,80,"7,864",1.0%
21,宮崎,215,"5,940",3.6%
22,鹿児島,275,"12,147",2.3%
23,"沖縄
※３",968,"14,460",6.7%
24,"⾧崎船
※２
その他",149,-,-
25,合計,"46,105","867,334",5.3%
