,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"12,961","229,609",5.6%
2,"青森
※3",428,"9,237",4.6%
3,"※3※4※5
岩手",372,"13,693",2.7%
4,"宮城
※3※5","2,035","24,089",8.4%
5,秋田,125,"4,020",3.1%
6,山形,365,"10,057",3.6%
7,"福島
※3",886,"55,218",1.6%
8,茨城,"2,307","18,432",12.5%
9,"栃木
※3※5","1,235","70,531",1.8%
10,"群馬
※3※5","2,172","50,358",4.3%
11,"埼玉
※4","13,240","302,712",4.4%
12,千葉,"10,218","220,069",4.6%
13,"東京
※1","56,559","962,086",5.9%
14,神奈川,"19,516","334,987",5.8%
15,"新潟
※3※5",505,"27,246",1.9%
16,"富山
※3※5",541,"21,295",2.5%
17,"石川
※3","1,034","28,990",3.6%
18,"福井
※3",346,"18,724",1.8%
19,"山梨
※3",509,"14,417",3.5%
20,"長野
※3※5","1,126","45,163",2.5%
21,"岐阜
※5","2,023","62,735",3.2%
22,"静岡
※3※4","2,568","88,334",2.9%
23,"※3※4※5
愛知","15,448","191,017",8.1%
24,"三重
※3","1,225","29,023",4.2%
