,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,734","41,417",4.2%
2,"青森
※３",35,"1,958",1.8%
3,"岩手
※３※６",19,"2,859",0.7%
4,"宮城
※３",192,"7,583",2.5%
5,秋田,48,"1,720",2.8%
6,山形,77,"3,091",2.5%
7,"福島
※３",146,"13,844",1.1%
8,茨城,532,"10,384",5.1%
9,"栃木
※３",295,"21,315",1.4%
10,"群馬
※３※６",426,"13,266",3.2%
11,埼玉,"3,750","102,709",3.7%
12,千葉,"2,922","52,584",5.6%
13,"東京
※１","20,096","307,109",6.5%
14,神奈川,"4,667","108,862",4.3%
15,"新潟
※６",140,"12,207",1.1%
16,"富山
※６",368,"7,363",5.0%
17,"石川
※３",605,"7,608",8.0%
18,"福井
※３",190,"6,917",2.7%
19,"山梨
※３",172,"9,359",1.8%
20,"長野
※３※６",200,"13,037",1.5%
21,"岐阜
※６",551,"17,549",3.1%
22,"静岡
※３、５",469,"24,082",1.9%
23,愛知,"4,323","49,574",8.7%
24,"三重
※３",354,"9,386",3.8%
