,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"2,058","56,243",3.7%
2,"青森
※３",36,"2,378",1.5%
3,"岩手
※３※６",23,"4,163",0.6%
4,"宮城
※３",392,"10,190",3.8%
5,秋田,53,"2,121",2.5%
6,山形,78,"5,127",1.5%
7,"福島
※３",251,"19,800",1.3%
8,茨城,649,"12,424",5.2%
9,"栃木
※３",427,"29,943",1.4%
10,"群馬
※３※６",699,"20,337",3.4%
11,埼玉,"4,600","140,657",3.3%
12,千葉,"3,822","86,970",4.4%
13,"東京
※１","25,335","443,207",5.7%
14,神奈川,"6,760","149,564",4.5%
15,"新潟
※６",170,"15,140",1.1%
16,"富山
※６",412,"11,696",3.5%
17,"石川
※３",776,"12,580",6.2%
18,"福井
※３",244,"9,692",2.5%
19,"山梨
※３",182,"10,581",1.7%
20,"長野
※３※６",305,"18,662",1.6%
21,"岐阜
※６",622,"22,211",2.8%
22,"静岡
※３、５",532,"33,644",1.6%
23,愛知,"5,290","74,449",7.1%
24,"三重
※３",495,"12,325",4.0%
