,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,781","44,276",4.0%
2,"青森
※３",35,"2,036",1.7%
3,"岩手
※３※６",19,"3,118",0.6%
4,"宮城
※３",207,"7,886",2.6%
5,秋田,49,"1,787",2.7%
6,山形,78,"3,105",2.5%
7,"福島
※３",167,"14,935",1.1%
8,茨城,549,"10,845",5.1%
9,"栃木
※３",306,"22,354",1.4%
10,"群馬
※３※６",445,"14,568",3.1%
11,埼玉,"3,975","107,626",3.7%
12,千葉,"3,068","56,338",5.4%
13,"東京
※１","20,987","327,856",6.4%
14,神奈川,"5,020","115,627",4.3%
15,"新潟
※６",144,"12,646",1.1%
16,"富山
※６",394,"7,776",5.1%
17,"石川
※３",653,"8,106",8.1%
18,"福井
※３",232,"7,966",2.9%
19,"山梨
※３",173,"9,559",1.8%
20,"長野
※３※６",261,"14,562",1.8%
21,"岐阜
※６",558,"18,158",3.1%
22,"静岡
※３、５",482,"25,953",1.9%
23,愛知,"4,535","54,272",8.4%
24,"三重
※３",380,"9,868",3.9%
