,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,239","20,523",6.0%
2,"青森
※３",27,974,2.8%
3,"岩手
※３",0,929,0.0%
4,"宮城
※３",94,"3,698",2.5%
5,秋田,16,992,1.6%
6,山形,69,"2,538",2.7%
7,"福島
※３",82,"6,649",1.2%
8,茨城,174,"5,278",3.3%
9,"栃木
※３",76,"7,018",1.1%
10,"群馬
※３",152,"4,934",3.1%
11,埼玉,"1,122","33,985",3.3%
12,千葉,949,"18,047",5.3%
13,"東京
※１","6,171","80,514",7.7%
14,神奈川,"1,471","12,480",11.8%
15,"新潟
※３",84,"4,913",1.7%
16,富山,227,"3,914",5.8%
17,"石川
※３",300,"2,904",10.3%
18,"福井
※３",122,"3,372",3.6%
19,"山梨
※３",74,"5,606",1.3%
20,"長野
※３",77,"3,264",2.4%
21,岐阜,156,"5,131",3.0%
22,"静岡
※３、６",81,"7,448",1.1%
23,愛知,523,"12,620",4.1%
24,"三重
※３",46,"2,856",1.6%
