,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,986","80,053",3.7%
2,"青森
※3",222,"4,814",4.6%
3,"※3※4※5
岩手",27,"5,309",0.5%
4,"宮城
※3※5",689,"13,900",5.0%
5,秋田,61,"2,487",2.5%
6,山形,86,"6,112",1.4%
7,"福島
※3",387,"28,967",1.3%
8,茨城,764,"13,826",5.5%
9,"栃木
※3※5",487,"41,890",1.2%
10,"群馬
※3※5",894,"29,150",3.1%
11,"埼玉
※4","5,826","184,831",3.2%
12,千葉,"4,997","125,480",4.0%
13,"東京
※1","30,881","595,581",5.2%
14,神奈川,"8,646","199,811",4.3%
15,"新潟
※3※5",183,"17,727",1.0%
16,"富山
※3※5",423,"14,487",2.9%
17,"石川
※3",806,"17,083",4.7%
18,"福井
※3",256,"11,058",2.3%
19,"山梨
※3",212,"11,693",1.8%
20,"長野
※3※5",339,"23,025",1.5%
21,"岐阜
※5",681,"26,803",2.5%
22,"静岡
※3※4",636,"42,455",1.5%
23,"※3※4※5
愛知","6,079","97,852",6.2%
24,"三重
※3",563,"15,683",3.6%
