,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",886,"32,086",2.8%
2,京都,"3,378","77,767",4.3%
3,"大阪
※3※5","25,816","395,030",6.5%
4,"※3※4※5
兵庫","7,547","116,713",6.5%
5,"奈良
※5","1,554","40,843",3.8%
6,和歌山,568,"15,447",3.7%
7,"鳥取
※3※4",68,"20,641",0.3%
8,"島根
※5",170,"7,659",2.2%
9,"岡山
※4",858,"24,136",3.6%
10,"広島
※3","1,808","51,951",3.5%
11,"山口
※4",441,"22,347",2.0%
12,"徳島
※3",188,"14,029",1.3%
13,"香川
※5",205,"19,968",1.0%
14,愛媛,370,"9,820",3.8%
15,高知,432,"5,022",8.6%
16,"※3※4※5
福岡","6,890","231,582",3.0%
17,"佐賀
※3",398,"12,611",3.2%
18,長崎,338,"31,230",1.1%
19,熊本,"1,329","28,851",4.6%
20,大分,543,"35,449",1.5%
21,宮崎,622,"11,400",5.5%
22,鹿児島,837,"32,950",2.5%
23,"沖縄
※3","4,880","81,311",6.0%
24,"長崎船
※2
その他",149,0,-
25,合計,"185,386","3,841,320",4.8%
