,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,399","27,517",5.1%
2,"青森
※３",31,"1,410",2.2%
3,"岩手
※３※６",0,"1,438",0.0%
4,"宮城
※３",149,"5,668",2.6%
5,秋田,18,"1,115",1.6%
6,山形,75,"2,875",2.6%
7,"福島
※３",87,"9,499",0.9%
8,茨城,266,"6,889",3.9%
9,"栃木
※３",169,"12,860",1.3%
10,"群馬
※３※６",183,"7,869",2.3%
11,埼玉,"2,199","63,477",3.5%
12,千葉,"1,571","26,976",5.8%
13,"東京
※１","11,861","176,038",6.7%
14,神奈川,"2,356","17,592",13.4%
15,"新潟
※３",99,"6,188",1.6%
16,"富山
※６",236,"5,165",4.6%
17,"石川
※３",316,"3,225",9.8%
18,"福井
※３",135,"4,729",2.9%
19,"山梨
※３",90,"7,130",1.3%
20,"長野
※３※６",102,"6,593",1.5%
21,"岐阜
※６",295,"9,692",3.0%
22,"静岡
※３、５",234,"12,049",1.9%
23,愛知,"1,282","21,258",6.0%
24,"三重
※３",77,"3,977",1.9%
