,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,874",5.3%
2,京都,358,"8,135",4.4%
3,"大阪
※３","1,783","31,646",5.6%
4,兵庫,699,"11,206",6.2%
5,奈良,92,"2,545",3.6%
6,和歌山,63,"3,713",1.7%
7,鳥取,3,"1,353",0.2%
8,島根,24,"1,132",2.1%
9,岡山,25,"1,716",1.5%
10,"広島
※３",167,"7,011",2.4%
11,山口,37,"1,771",2.1%
12,"徳島
※３",5,745,0.7%
13,香川,28,"2,202",1.3%
14,愛媛,82,"2,262",3.6%
15,高知,74,"1,801",4.1%
16,福岡,774,"12,967",6.0%
17,"佐賀
※３",47,"1,428",3.3%
18,長崎,17,"2,798",0.6%
19,熊本,48,"3,939",1.2%
20,大分,60,"4,050",1.5%
21,宮崎,17,"1,391",1.2%
22,鹿児島,10,"1,880",0.5%
23,沖縄,142,"2,872",4.9%
24,"長崎船
※２
その他",149,-,-
25,合計,"16,779","251,808",6.7%
