,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",107,"3,026",3.5%
2,京都,468,"12,781",3.7%
3,"大阪
※３※６","2,065","48,476",4.3%
4,"兵庫
※３、４",748,"17,478",4.3%
5,"奈良
※６",131,"5,045",2.6%
6,和歌山,84,"4,703",1.8%
7,"鳥取
※３",5,"2,145",0.2%
8,島根,25,"1,299",1.9%
9,岡山,30,"2,066",1.5%
10,"広島
※３",184,"8,525",2.2%
11,山口,37,"2,788",1.3%
12,"徳島
※３",10,"1,268",0.8%
13,"香川
※６",31,"3,229",1.0%
14,愛媛,82,"2,693",3.0%
15,高知,75,"2,051",3.7%
16,福岡,928,"18,352",5.1%
17,"佐賀
※３",47,"1,738",2.7%
18,長崎,31,"4,277",0.7%
19,熊本,49,"4,465",1.1%
20,大分,60,"5,522",1.1%
21,宮崎,20,"1,748",1.1%
22,鹿児島,158,"7,605",2.1%
23,沖縄,148,"3,381",4.4%
24,"長崎船
※２
その他",149,-,-
25,合計,"22,450","499,787",4.5%
