,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",361,"7,385",4.9%
2,京都,"1,164","25,679",4.5%
3,"大阪
※３※６","7,288","111,448",6.5%
4,"兵庫
※３,４,6","1,949","37,431",5.2%
5,"奈良
※６",450,"12,714",3.5%
6,和歌山,215,"7,570",2.8%
7,"鳥取
※３",22,"4,369",0.5%
8,"島根
※６",133,"4,359",3.1%
9,岡山,129,"3,873",3.3%
10,"広島
※３",437,"16,435",2.7%
11,山口,89,"5,267",1.7%
12,"徳島
※３",96,"4,262",2.3%
13,"香川
※６",67,"6,682",1.0%
14,愛媛,111,"3,502",3.2%
15,高知,105,"2,646",4.0%
16,福岡,"3,728","35,797",10.4%
17,"佐賀
※３",203,"4,082",5.0%
18,長崎,189,"11,381",1.7%
19,熊本,427,"9,550",4.5%
20,大分,130,"9,892",1.3%
21,宮崎,273,"7,166",3.8%
22,鹿児島,337,"13,671",2.5%
23,"沖縄
※３","1,759","18,292",9.6%
24,"長崎船
※２
その他",149,0,-
25,合計,"57,766","1,110,223",5.2%
