,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,216","19,905",6.1%
2,"青森
※３",27,965,2.8%
3,"岩手
※３",0,918,0.0%
4,"宮城
※３",91,"3,623",2.5%
5,秋田,16,990,1.6%
6,山形,69,"2,526",2.7%
7,"福島
※３",82,"6,507",1.3%
8,茨城,172,"5,235",3.3%
9,"栃木
※３",66,"6,699",1.0%
10,"群馬
※３",152,"4,821",3.2%
11,埼玉,"1,090","33,065",3.3%
12,千葉,941,"17,723",5.3%
13,"東京
※１","5,997","75,566",7.9%
14,神奈川,"1,451","12,347",11.8%
15,"新潟
※３",84,"4,860",1.7%
16,富山,227,"3,896",5.8%
17,"石川
※３",300,"2,884",10.4%
18,"福井
※３",122,"3,339",3.7%
19,"山梨
※３",72,"5,495",1.3%
20,"長野
※３",77,"3,210",2.4%
21,岐阜,156,"5,051",3.1%
22,"静岡
※３、６",80,"7,324",1.1%
23,愛知,523,"12,445",4.2%
24,"三重
※３",46,"2,823",1.6%
