,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,275","21,408",6.0%
2,"⻘森
※３",27,"1,002",2.7%
3,"岩手
※３",0,"1,005",0.0%
4,"宮城
※３",95,"3,925",2.4%
5,秋田,16,999,1.6%
6,山形,69,"2,562",2.7%
7,"福島
※３",82,"7,105",1.2%
8,茨城,182,"5,417",3.4%
9,"栃木
※３",84,"7,707",1.1%
10,"群馬
※３",154,"5,246",2.9%
11,埼玉,"1,191","37,440",3.2%
12,千葉,987,"18,715",5.3%
13,"東京
※１","6,523","89,886",7.3%
14,神奈川,"1,545","12,898",12.0%
15,"新潟
※３",84,"5,054",1.7%
16,富山,228,"4,009",5.7%
17,"石川
※３",300,"2,922",10.3%
18,"福井
※３",122,"3,481",3.5%
19,"山梨
※３",75,"5,815",1.3%
20,"⻑野
※３",77,"3,334",2.3%
21,岐阜,160,"5,348",3.0%
22,"静岡
※３、６",86,"7,829",1.1%
23,愛知,525,"13,199",4.0%
24,"三重
※３",46,"2,920",1.6%
