,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,290","23,261",5.5%
2,"青森
※３",29,"1,065",2.7%
3,"岩手
※３※６",0,"1,099",0.0%
4,"宮城
※３",104,"4,544",2.3%
5,秋田,16,"1,012",1.6%
6,山形,71,"2,639",2.7%
7,"福島
※３",83,"7,798",1.1%
8,茨城,199,"5,714",3.5%
9,"栃木
※３",93,"9,229",1.0%
10,"群馬
※３",155,"5,748",2.7%
11,埼玉,"1,462","43,157",3.4%
12,千葉,"1,119","20,693",5.4%
13,"東京
※１※３","7,927","113,458",7.0%
14,神奈川,"1,743","14,021",12.4%
15,"新潟
※３",87,"5,290",1.6%
16,富山,230,"4,225",5.4%
17,"石川
※３",300,"2,959",10.1%
18,"福井
※３",123,"3,683",3.3%
19,"山梨
※３",76,"6,139",1.2%
20,"長野
※３",78,"3,485",2.2%
21,"岐阜
※６",162,"5,825",2.8%
22,"静岡
※３、５",94,"8,602",1.1%
23,愛知,528,"13,977",3.8%
24,"三重
※３",48,"3,075",1.6%
