,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,014","10,770",9.4%
2,"青森
※３",27,802,3.4%
3,"岩手
※３",0,514,0.0%
4,宮城,88,"2,575",3.4%
5,秋田,16,910,1.8%
6,"山形
※３",69,"2,562",2.7%
7,"福島
※３",81,"3,170",2.6%
8,茨城,168,"4,252",4.0%
9,栃木,60,"2,915",2.1%
10,"群馬
※３",147,"3,308",4.4%
11,"埼玉
※３",991,"16,277",6.1%
12,千葉,900,"12,955",6.9%
13,"東京
※１","5,065","14,404",35.2%
14,神奈川,"1,276","8,220",15.5%
15,"新潟
※３",83,"3,762",2.2%
16,富山,227,"2,997",7.7%
17,"石川
※３",287,"2,501",11.5%
18,"福井
※３",122,"2,322",5.3%
19,山梨,57,"3,337",1.7%
20,⾧野,76,"2,433",3.1%
21,岐阜,150,"3,065",4.9%
22,静岡,73,"3,295",2.2%
23,"愛知
※３",506,"9,176",5.5%
24,"三重
※３",45,"2,360",1.9%
