,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",524,"13,298",3.9%
2,京都,"1,907","48,126",4.0%
3,"大阪
※3※5","11,514","212,793",5.4%
4,"※3※4※5
兵庫","2,995","63,557",4.7%
5,"奈良
※5",613,"23,057",2.7%
6,和歌山,255,"9,924",2.6%
7,"鳥取
※3",36,"5,548",0.6%
8,"島根
※5",140,"6,023",2.3%
9,"岡山
※4",173,"8,654",2.0%
10,"広島
※3",649,"25,370",2.6%
11,"山口
※4",209,"10,947",1.9%
12,"徳島
※3",158,"7,188",2.2%
13,"香川
※5",99,"12,432",0.8%
14,愛媛,116,"4,240",2.7%
15,高知,140,"3,586",3.9%
16,"※3※4※5
福岡","5,139","150,735",3.4%
17,"佐賀
※3",252,"6,545",3.9%
18,長崎,241,"20,757",1.2%
19,熊本,744,"18,430",4.0%
20,大分,159,"19,203",0.8%
21,宮崎,366,"8,703",4.2%
22,鹿児島,463,"21,290",2.2%
23,"沖縄
※3","2,918","47,630",6.1%
24,"長崎船
※2
その他",149,0,-
25,合計,"92,023","2,189,710",4.2%
