,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,996","54,197",3.7%
2,"青森
※３",35,"2,329",1.5%
3,"岩手
※３※６",23,"3,974",0.6%
4,"宮城
※３",375,"9,881",3.8%
5,秋田,53,"2,082",2.5%
6,山形,78,"5,079",1.5%
7,"福島
※３",232,"18,810",1.2%
8,茨城,631,"12,228",5.2%
9,"栃木
※３",411,"28,699",1.4%
10,"群馬
※３※６",688,"19,671",3.5%
11,埼玉,"4,494","135,235",3.3%
12,千葉,"3,715","77,280",4.8%
13,"東京
※１","24,648","427,531",5.8%
14,神奈川,"6,509","144,192",4.5%
15,"新潟
※６",168,"14,835",1.1%
16,"富山
※６",410,"11,637",3.5%
17,"石川
※３",763,"12,132",6.3%
18,"福井
※３",244,"9,575",2.5%
19,"山梨
※３",180,"10,434",1.7%
20,"長野
※３※６",303,"18,305",1.7%
21,"岐阜
※６",606,"21,729",2.8%
22,"静岡
※３、５",522,"32,231",1.6%
23,愛知,"5,145","71,793",7.2%
24,"三重
※３",483,"12,042",4.0%
