,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,107","57,520",3.7%
2,"青森
※3",36,"2,449",1.5%
3,"※3※4※5
岩手",23,"4,265",0.5%
4,"宮城
※3※5",406,"10,404",3.9%
5,秋田,53,"2,144",2.5%
6,山形,78,"5,169",1.5%
7,"福島
※3",253,"20,459",1.2%
8,茨城,659,"12,578",5.2%
9,"栃木
※3",432,"30,456",1.4%
10,"群馬
※3※5",706,"22,543",3.1%
11,"埼玉
※4","4,685","144,451",3.2%
12,千葉,"3,934","89,202",4.4%
13,"東京
※１","25,973","460,907",5.6%
14,神奈川,"6,975","155,100",4.5%
15,"新潟
※3※5",170,"15,512",1.1%
16,"富山
※3※5",419,"12,282",3.4%
17,"石川
※3",777,"13,092",5.9%
18,"福井
※3",244,"9,809",2.5%
19,"山梨
※3",190,"10,704",1.8%
20,"長野
※3※5",310,"19,045",1.6%
21,"岐阜
※5",627,"22,940",2.7%
22,"静岡
※3※4",548,"34,596",1.6%
23,"※3※4※5
愛知","5,363","77,400",6.9%
24,"三重
※3",509,"12,619",4.0%
