,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",527,"13,359",3.9%
2,京都,"1,928","49,179",3.9%
3,"大阪
※3※5","11,555","213,697",5.4%
4,"※3※4※5
兵庫","3,008","63,825",4.7%
5,"奈良
※5",613,"23,285",2.6%
6,和歌山,255,"9,940",2.6%
7,"鳥取
※3",36,"5,559",0.6%
8,"島根
※5",140,"6,033",2.3%
9,"岡山
※4",173,"8,654",2.0%
10,"広島
※3",650,"25,370",2.6%
11,"山口
※4",209,"11,045",1.9%
12,"徳島
※3",159,"7,230",2.2%
13,"香川
※5",99,"12,515",0.8%
14,愛媛,116,"4,246",2.7%
15,高知,140,"3,587",3.9%
16,"※3※4※5
福岡","5,142","151,512",3.4%
17,"佐賀
※3",252,"6,617",3.8%
18,長崎,242,"20,834",1.2%
19,熊本,746,"18,505",4.0%
20,大分,159,"19,211",0.8%
21,宮崎,366,"8,720",4.2%
22,鹿児島,463,"21,449",2.2%
23,"沖縄
※3","2,954","47,970",6.2%
24,"長崎船
※2
その他",149,0,-
25,合計,"92,373","2,211,630",4.2%
