,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",157,"4,081",3.8%
2,京都,677,"16,612",4.1%
3,"大阪
※３※６","3,430","66,171",5.2%
4,"兵庫
※３,４,6","1,026","24,011",4.3%
5,"奈良
※６",215,"7,978",2.7%
6,和歌山,134,"5,819",2.3%
7,"鳥取
※３",7,"2,396",0.3%
8,"島根
※６",29,"2,710",1.1%
9,岡山,66,"2,708",2.4%
10,"広島
※３",269,"10,937",2.5%
11,山口,51,"3,736",1.4%
12,"徳島
※３",16,"1,579",1.0%
13,"香川
※６",45,"4,484",1.0%
14,愛媛,89,"2,889",3.1%
15,高知,80,"2,202",3.6%
16,福岡,"1,481","22,426",6.6%
17,"佐賀
※３",69,"2,185",3.2%
18,長崎,59,"6,089",1.0%
19,熊本,114,"4,607",2.5%
20,大分,62,"6,312",1.0%
21,宮崎,85,"2,970",2.9%
22,鹿児島,219,"9,768",2.2%
23,"沖縄
※３",210,"6,665",3.2%
24,"長崎船
※２
その他",149,-,-
25,合計,"31,333","648,773",4.8%
