,0,1,2,3
0,都道府県名,,陽性者数 検査人数※6,％
1,"滋賀
※1",97,"1,444",6.7%
2,京都,347,"5,267",6.6%
3,"大阪
※1","1,732","20,263",8.5%
4,"兵庫
※1",688,"8,850",7.8%
5,奈良,90,"2,035",4.4%
6,和歌山,62,"3,339",1.9%
7,"鳥取
※1",3,"1,154",0.3%
8,"島根
※1",24,896,2.7%
9,岡山,24,"1,344",1.8%
10,"広島
※1",165,"5,746",2.9%
11,"山口
※1",37,"1,521",2.4%
12,"徳島
※1",5,582,0.9%
13,"香川
※1",28,"1,820",1.5%
14,愛媛,48,"1,238",3.9%
15,高知,74,"1,527",4.8%
16,"福岡
※1",653,"10,429",6.3%
17,"佐賀
※1",45,"1,219",3.7%
18,長崎,17,"2,320",0.7%
19,"熊本
※1",48,"3,415",1.4%
20,大分,60,"3,466",1.7%
21,"宮崎
※1",17,"1,213",1.4%
22,鹿児島 ※1,11,"1,446",0.8%
23,沖縄,142,"2,403",5.9%
24,その他 ※5,149,623,23.9%
25,合計,"15,581 
(14,618)","180,478",8.1%
