,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",877,"31,553",2.8%
2,京都,"3,307","76,611",4.3%
3,"大阪
※3※5","25,420","388,373",6.5%
4,"※3※4※5
兵庫","7,403","115,379",6.4%
5,"奈良
※5","1,530","40,263",3.8%
6,和歌山,562,"15,266",3.7%
7,"鳥取
※3※4",68,"20,394",0.3%
8,"島根
※5",168,"7,659",2.2%
9,"岡山
※4",702,"24,136",2.9%
10,"広島
※3","1,733","48,780",3.6%
11,"山口
※4",440,"22,347",2.0%
12,"徳島
※3",187,"13,978",1.3%
13,"香川
※5",201,"19,751",1.0%
14,愛媛,363,"9,778",3.7%
15,高知,404,"4,847",8.3%
16,"※3※4※5
福岡","6,749","226,346",3.0%
17,"佐賀
※3",390,"12,246",3.2%
18,長崎,328,"30,645",1.1%
19,熊本,"1,298","28,528",4.5%
20,大分,534,"34,830",1.5%
21,宮崎,616,"11,354",5.4%
22,鹿児島,837,"32,430",2.6%
23,"沖縄
※3","4,824","80,078",6.0%
24,"長崎船
※2
その他",149,0,-
25,合計,"182,326","3,787,017",4.8%
