,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",415,"8,195",5.1%
2,京都,"1,326","28,472",4.7%
3,"大阪
※３※６","8,020","123,706",6.5%
4,"兵庫
※３,４,6","2,137","40,919",5.2%
5,"奈良
※６",498,"12,714",3.9%
6,和歌山,227,"8,369",2.7%
7,"鳥取
※３",22,"4,486",0.5%
8,"島根
※６",136,"4,653",2.9%
9,岡山,142,"5,880",2.4%
10,"広島
※３",452,"17,047",2.7%
11,山口,120,"5,909",2.0%
12,"徳島
※３",111,"4,993",2.2%
13,"香川
※６",74,"7,369",1.0%
14,愛媛,114,"3,711",3.1%
15,高知,109,"2,767",3.9%
16,福岡,"4,169","38,336",10.9%
17,"佐賀
※３",225,"4,629",4.9%
18,長崎,205,"12,961",1.6%
19,熊本,478,"10,395",4.6%
20,大分,140,"11,162",1.3%
21,宮崎,325,"7,739",4.2%
22,鹿児島,348,"14,575",2.4%
23,"沖縄
※３","1,943","23,549",8.3%
24,"長崎船
※２
その他",149,0,-
25,合計,"63,060","1,218,568",5.2%
