,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,797","44,770",4.0%
2,"青森
※３",35,"2,063",1.7%
3,"岩手
※３※６",22,"3,163",0.7%
4,"宮城
※３",210,"7,959",2.6%
5,秋田,49,"1,797",2.7%
6,山形,78,"3,115",2.5%
7,"福島
※３",168,"15,127",1.1%
8,茨城,555,"10,918",5.1%
9,"栃木
※３",307,"22,687",1.4%
10,"群馬
※３※６",451,"14,847",3.0%
11,埼玉,"4,013","111,359",3.6%
12,千葉,"3,092","56,986",5.4%
13,"東京
※１","21,128","333,714",6.3%
14,神奈川,"5,096","118,302",4.3%
15,"新潟
※６",145,"12,820",1.1%
16,"富山
※６",396,"9,723",4.1%
17,"石川
※３",666,"8,652",7.7%
18,"福井
※３",236,"8,268",2.9%
19,"山梨
※３",173,"9,616",1.8%
20,"長野
※３※６",268,"14,878",1.8%
21,"岐阜
※６",562,"18,372",3.1%
22,"静岡
※３、５",484,"26,222",1.8%
23,愛知,"4,559","55,193",8.3%
24,"三重
※３",380,"9,957",3.8%
