,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",479,"11,208",4.3%
2,京都,"1,659","38,110",4.4%
3,"大阪
※３※６","10,099","170,643",5.9%
4,"兵庫
※３,４,6","2,575","52,677",4.9%
5,"奈良
※６",555,"19,076",2.9%
6,和歌山,236,"9,025",2.6%
7,"鳥取
※３",36,"5,355",0.7%
8,"島根
※６",137,"5,309",2.6%
9,岡山,148,"7,861",1.9%
10,"広島
※３",476,"19,573",2.4%
11,山口,195,"8,891",2.2%
12,"徳島
※３",147,"6,778",2.2%
13,"香川
※６",93,"10,083",0.9%
14,愛媛,114,"3,973",2.9%
15,高知,137,"3,403",4.0%
16,福岡,"5,004","46,615",10.7%
17,"佐賀
※３",244,"5,690",4.3%
18,長崎,236,"17,290",1.4%
19,熊本,571,"16,066",3.6%
20,大分,158,"15,519",1.0%
21,宮崎,344,"8,455",4.1%
22,鹿児島,377,"17,562",2.1%
23,"沖縄
※３","2,358","36,091",6.5%
24,"長崎船
※２
その他",149,0,-
25,合計,"78,525","1,653,717",4.7%
