,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,367","26,110",5.2%
2,"⻘森
※３",31,"1,317",2.4%
3,"岩手
※３※６",0,"1,290",0.0%
4,"宮城
※３",138,"5,385",2.6%
5,秋田,16,"1,054",1.5%
6,山形,75,"2,841",2.6%
7,"福島
※３",86,"8,836",1.0%
8,茨城,237,"6,442",3.7%
9,"栃木
※３",147,"11,837",1.2%
10,"群馬
※３※６",177,"7,256",2.4%
11,埼玉,"1,955","55,838",3.5%
12,千葉,"1,406","24,972",5.6%
13,"東京
※１","10,420","151,630",6.9%
14,神奈川,"2,160","16,219",13.3%
15,"新潟
※３",92,"5,858",1.6%
16,"富山
※６",235,"4,874",4.8%
17,"石川
※３",307,"3,056",10.0%
18,"福井
※３",127,"4,445",2.9%
19,"山梨
※３",80,"6,681",1.2%
20,"⻑野
※３※６",86,"5,531",1.6%
21,"岐阜
※６",208,"8,212",2.5%
22,"静岡
※３、５",119,"10,472",1.1%
23,愛知,772,"16,828",4.6%
24,"三重
※３",59,"3,435",1.7%
